344;PH1;PH13470
345;PH2;PH23470
346;HW1;HW13470
347;HW2;HW23470
348;GH1;GH13472
349;HP1;HP13472
350;HW1;HW13472
351;GH1;GH13473
352;GH2;GH23473
353;GH3;GH33473
354;HP1;HP13473
355;HP2;HP23473
356;PH1;PH13473
357;PH2;PH23473
358;HW1;HW13473
359;HW2;HW23473
360;GH1;GH13474
361;GH2;GH23474
362;GH3;GH33474
363;HP1;HP13474
364;HP2;HP23474
365;PH1;PH13474
366;PH2;PH23474
367;HW1;HW13474
368;HW2;HW23474
369;GH1;GH13475
370;GH2;GH23475
371;GH3;GH33475
372;HP1;HP13475
373;HP2;HP23475
374;PH1;PH13475
375;PH2;PH23475
376;HW1;HW13475
377;HW2;HW23475
378;GH1;GH13476
379;GH2;GH23476
380;GH3;GH33476
381;HP1;HP13476
382;HP2;HP23476
383;PH1;PH13476
384;PH2;PH23476
385;HW1;HW13476
386;HW2;HW23476
387;GH1;GH13479
388;GH2;GH23479
389;GH3;GH33479
390;HP1;HP13479
391;HP2;HP23479
392;PH1;PH13479
393;PH2;PH23479
394;HW1;HW13479
395;HW2;HW23479
396;GH1;GH13480
397;GH2;GH23480
398;GH3;GH33480
399;HP1;HP13480
400;HP2;HP23480
401;PH1;PH13480
402;PH2;PH23480
403;HW1;HW13480
404;HW2;HW23480
405;GH1;GH13481
406;GH2;GH23481
407;GH3;GH33481
408;HP1;HP13481
409;HP2;HP23481
410;PH1;PH13481
411;PH2;PH23481
412;HW1;HW13481
413;HW2;HW23481
414;GH1;GH13482
415;GH2;GH23482
416;GH3;GH33482
417;HP1;HP13482
418;HP2;HP23482
419;PH1;PH13482
420;PH2;PH23482
421;HW1;HW13482
422;HW2;HW23482
423;GH1;GH13485
424;GH2;GH23485
425;GH3;GH33485
426;HP1;HP13485
427;HP2;HP23485
428;PH1;PH13485
429;PH2;PH23485
430;HW1;HW13485
431;HW2;HW23485
432;GH1;GH13486
433;GH2;GH23486
434;GH3;GH33486
435;HP1;HP13486
436;HP2;HP23486
437;PH1;PH13486
438;PH2;PH23486
439;HW1;HW13486
440;HW2;HW23486
441;GH1;GH13487
442;GH2;GH23487
443;GH3;GH33487
444;HP1;HP13487
445;HP2;HP23487
446;PH1;PH13487
447;PH2;PH23487
448;HW1;HW13487
449;HW2;HW23487
450;GH1;GH13488
451;GH2;GH23488
452;GH3;GH33488
453;HP1;HP13488
454;HP2;HP23488
455;PH1;PH13488
456;PH2;PH23488
457;HW1;HW13488
458;HW2;HW23488
459;GH1;GH13489
460;GH2;GH23489
461;GH3;GH33489
462;HP1;HP13489
463;HP2;HP23489
464;PH1;PH13489
465;PH2;PH23489
466;HW1;HW13489
467;HW2;HW23489
468;GH1;GH13490
469;GH2;GH23490
470;GH3;GH33490
471;HP1;HP13490
472;HP2;HP23490
473;PH1;PH13490
474;PH2;PH23490
475;HW1;HW13490
476;HW2;HW23490
477;GH1;GH13491
478;GH2;GH23491
479;GH3;GH33491
480;HP1;HP13491
481;HP2;HP23491
482;PH1;PH13491
483;PH2;PH23491
484;HW1;HW13491
485;HW2;HW23491
486;GH2;GH23492
487;GH3;GH33492
488;HP2;HP23492
489;PH1;PH13492
490;PH2;PH23492
491;HW2;HW23492
492;GH1;GH13493
493;GH2;GH23493
494;GH3;GH33493
495;HP1;HP13493
496;HP2;HP23493
497;PH1;PH13493
498;PH2;PH23493
499;HW1;HW13493
500;HW2;HW23493
501;GH2;GH23494
502;GH3;GH33494
503;HP2;HP23494
504;PH1;PH13494
505;PH2;PH23494
506;HW2;HW23494
507;GH2;GH23495
508;GH3;GH33495
509;HP2;HP23495
510;PH1;PH13495
511;PH2;PH23495
512;HW2;HW23495
513;GH1;GH13507
514;HP1;HP13507
515;HW1;HW13507
516;GH1;GH13509
517;GH2;GH23509
518;GH3;GH33509
519;HP1;HP13509
520;HP2;HP23509
521;PH1;PH13509
522;PH2;PH23509
523;HW1;HW13509
524;HW2;HW23509
525;HP2;HP23510
526;PH2;PH23510
527;WH2;WH23637
528;WH3;WH33637
529;WH2;WH23639
530;WH3;WH33639
531;HP2;HP23869
532;PH2;PH23869
533;GH1;GH13870
534;HP1;HP13870
535;HP2;HP23870
536;HW1;HW13870
537;GH1;GH13871
538;HP1;HP13871
539;HW1;HW13871
540;GH1;GH13874
541;HP1;HP13874
542;HW1;HW13874
543;GH1;GH13880
544;HP1;HP13880
545;GH2;GH23890
546;GH3;GH33890
547;PH2;PH23890
548;GH1;GH13946
549;HP1;HP13946
550;HW1;HW13946
551;HP2;HP23947
552;PH2;PH23947
553;HP1;HP13959
554;HW1;HW13977
555;GH1;GH13985
556;HP1;HP13985
557;PH1;PH13985
558;HW1;HW13985
559;HP2;HP24090
560;HP1;HP14091
561;HW1;HW14091
562;WH1;WH14411
563;WH1;WH14412
564;WH1;WH14413
565;GH2;GH24440
566;GH3;GH34440
567;HP1;HP14440
568;HP2;HP24440
569;PH1;PH14440
570;PH2;PH24440
571;HW1;HW14440
572;HW2;HW24440
573;HP2;HP24441
574;PH2;PH24441
575;HP1;HP14442
576;HP2;HP24442
577;HW1;HW14442
578;HW2;HW24442
579;GH1;GH14444
580;HP1;HP14444
581;HP2;HP24444
582;HW1;HW14444
583;HW2;HW24444
584;WH1;WH14701
585;WH1;WH14702
586;WH1;WH14703
587;WH1;WH14704
588;HP1;HP14990
589;HP2;HP25150
590;PH2;PH25150
591;HW2;HW25150
592;WH1;WH15150
593;HP2;HP25151
594;HW2;HW25151
595;WH1;WH15151
596;HP2;HP25152
597;HW2;HW25152
598;WH1;WH15152
599;PH1;PH110059
600;PH2;PH210059
601;HW2;HW210059
602;HW2;HW210061
603;HP2;HP210062
604;HW2;HW210062
605;HP2;HP210085
606;PH1;PH110085
607;PH2;PH210085
608;HW2;HW210085
609;WH2;WH210085
610;WH3;WH310085
611;PH1;PH110086
612;PH2;PH210086
613;HW2;HW210086
614;WH2;WH233400
615;WH3;WH333400
616;WH2;WH233401
617;WH3;WH333401
618;WH2;WH233402
619;WH3;WH333402
620;WH2;WH233403
621;WH3;WH333403
622;WH2;WH233404
623;WH3;WH333404
624;WH2;WH233405
625;WH3;WH333405
626;WH2;WH233406
627;WH3;WH333406
628;WH2;WH233407
629;WH3;WH333407
630;WH2;WH233408
631;WH3;WH333408
632;WH2;WH233409
633;WH3;WH333409
634;WH2;WH233410
635;WH3;WH333410
636;WH2;WH233411
637;WH3;WH333411
638;WH2;WH233412
639;WH3;WH333412
640;WH2;WH236000
641;WH3;WH336000
642;WH2;WH236001
643;WH3;WH336001
644;WH2;WH236002
645;WH3;WH336002
646;WH2;WH236003
647;WH3;WH336003
648;WH2;WH236004
649;WH3;WH336004
650;WH2;WH236005
651;WH3;WH336005
652;WH2;WH236006
653;WH3;WH336006
654;WH2;WH236007
655;WH3;WH336007
656;WH2;WH236008
657;WH3;WH336008
658;WH2;WH236009
659;WH3;WH336009
660;WH2;WH236010
661;WH3;WH336010
662;WH2;WH236011
663;WH3;WH336011
664;WH2;WH236012
665;WH3;WH336012
666;WH2;WH236013
667;WH3;WH336013
668;WH2;WH236014
669;WH3;WH336014
670;WH2;WH236015
671;WH3;WH336015
672;WH2;WH236016
673;WH3;WH336016
674;WH2;WH236017
675;WH3;WH336017
676;WH2;WH236018
677;WH3;WH336018
678;WH2;WH236019
679;WH3;WH336019
680;WH2;WH236020
681;WH3;WH336020
682;WH2;WH236021
683;WH3;WH336021
684;WH2;WH236022
685;WH3;WH336022
686;WH2;WH236023
687;WH3;WH336023
688;WH2;WH236024
689;WH3;WH336024
690;WH2;WH236025
691;WH3;WH336025
692;WH2;WH236026
693;WH3;WH336026
694;WH2;WH236027
695;WH3;WH336027
696;WH2;WH236028
697;WH3;WH336028
698;WH2;WH236029
699;WH3;WH336029
700;WH2;WH236030
701;WH3;WH336030
702;WH2;WH236031
703;WH3;WH336031
704;WH2;WH236032
705;WH3;WH336032
706;WH2;WH236033
707;WH3;WH336033
708;WH2;WH236034
709;WH3;WH336034
710;WH2;WH236035
711;WH3;WH336035
712;WH2;WH236036
713;WH3;WH336036
714;WH2;WH236037
715;WH3;WH336037
716;HS6;HS663099
717;MG3;MG363099
718;MG3;MG363102
719;MG3;MG363109
720;MG3;MG363110
721;HD1;HD163117
722;HD2;HD263117
723;HD3;HD363117
724;HS1;HS163117
725;HS3;HS363117
726;HS4;HS463117
727;HS6;HS663117
728;MG1;MG163117
729;MG2;MG263117
730;MG3;MG363117
731;MG4;MG463117
732;MG5;MG563117
733;MG6;MG663117
734;MG9;MG963117
735;MG0;MG063117
736;MG11;MG1163117
737;MG9;MG963122
738;MG0;MG063122
739;HD4;HD463123
740;HS5;HS563123
741;MG1;MG163123
742;MG6;MG663123
743;MG11;MG1163123
744;MG1;MG163125
745;MG1;MG163127
746;MG2;MG263127
747;MG3;MG363127
748;MG4;MG463127
749;MG5;MG563127
750;MG6;MG663127
751;MG7;MG763127
752;MG8;MG863127
753;MG9;MG963127
754;MG0;MG063127
755;MG11;MG1163127
756;MG1;MG163133
757;MG6;MG663133
758;MG9;MG963133
759;MG0;MG063133
760;MG11;MG1163133
761;MG1;MG163134
762;MG6;MG663134
763;MG6;MG663135
764;MG1;MG163136
765;MG2;MG263136
766;MG4;MG463136
767;MG5;MG563136
768;MG6;MG663136
769;MG7;MG763136
770;MG8;MG863136
771;MG9;MG963136
772;MG0;MG063136
773;MG11;MG1163136
774;MG1;MG163137
775;MG6;MG663137
776;MG9;MG963137
777;MG0;MG063137
778;MG11;MG1163137
779;MG1;MG163138
780;MG6;MG663138
781;MG6;MG663139
782;HD1;HD163140
783;HD2;HD263140
784;MG4;MG463140
785;MG5;MG563140
786;HD1;HD163142
787;HD2;HD263142
788;MG4;MG463142
789;MG5;MG563142
790;HD1;HD163143
791;HD2;HD263143
792;MG4;MG463143
793;MG5;MG563143
794;HD1;HD163144
795;HD2;HD263144
796;MG4;MG463144
797;MG5;MG563144
798;HD1;HD163145
799;HD2;HD263145
800;MG4;MG463145
801;MG5;MG563145
802;DM1;DM163146
803;DM2;DM263146
804;DM3;DM363146
805;MG4;MG463146
806;MG5;MG563146
807;MG8;MG863146
808;MG9;MG963146
809;MG0;MG063146
810;DM2;DM263148
811;DM3;DM363148
812;MG4;MG463148
813;MG5;MG563148
814;MG9;MG963148
815;MG0;MG063148
816;DM2;DM263150
817;DM3;DM363150
818;MG4;MG463150
819;MG5;MG563150
820;MG4;MG463152
821;MG5;MG563152
822;MG4;MG463153
823;MG5;MG563153
824;MG4;MG463154
825;MG5;MG563154
826;MG8;MG863156
827;MG1;MG163158
828;MG4;MG463158
829;MG5;MG563158
830;MG4;MG463159
831;MG5;MG563159
832;MG1;MG163163
833;MG1;MG163175
834;MG2;MG263175
835;HD3;HD363185
836;MG1;MG163185
837;HD3;HD363187
838;MG1;MG163187
839;MG2;MG263187
840;HD3;HD363188
841;MG1;MG163188
842;MG2;MG263188
843;HD3;HD363189
844;MG1;MG163189
845;MG2;MG263189
846;HD3;HD363190
847;MG1;MG163190
848;HD3;HD363191
849;MG1;MG163191
850;MG1;MG163192
851;MG2;MG263192
852;MG1;MG163193
853;MG1;MG163195
854;MG1;MG163197
855;MG2;MG263197
856;MG1;MG163199
857;MG2;MG263199
858;MG1;MG163200
859;MG1;MG163201
860;MG2;MG263201
861;MG1;MG163203
862;MG2;MG263203
863;HS4;HS463233
864;MG6;MG663233
865;MG11;MG1163233
866;MG6;MG663235
867;MG7;MG763235
868;MG6;MG663236
869;MG6;MG663237
870;HD4;HD463238
871;HS5;HS563238
872;MG6;MG663238
873;MG7;MG763238
874;MG11;MG1163238
875;HD4;HD463239
876;MG6;MG663239
877;MG7;MG763239
878;HD4;HD463241
879;MG6;MG663241
880;MG7;MG763241
881;HD4;HD463242
882;MG6;MG663242
883;MG7;MG763242
884;HD4;HD463243
885;MG6;MG663243
886;MG7;MG763243
887;MG6;MG663245
888;MG7;MG763245
889;MG6;MG663246
890;MG6;MG663247
891;MG6;MG663248
892;MG6;MG663249
893;MG7;MG763249
894;HS1;HS163257
895;HS2;HS263257
896;MG8;MG863257
897;HS1;HS163259
898;HS2;HS263259
899;MG8;MG863259
900;HS1;HS163260
901;HS1;HS163261
902;HS2;HS263261
903;MG1;MG163261
904;MG8;MG863261
905;HS1;HS163262
906;HS2;HS263262
907;MG6;MG663262
908;MG8;MG863262
909;DM1;DM163264
910;MG8;MG863264
911;MG6;MG663268
912;HS4;HS463303
913;MG11;MG1163303
914;HS4;HS463305
915;MG11;MG1163305
916;HS4;HS463306
917;MG11;MG1163306
918;HS5;HS563309
919;MG11;MG1163309
920;HS5;HS563310
921;MG11;MG1163310
922;HS5;HS563312
923;MG11;MG1163312
924;HS5;HS563314
925;MG11;MG1163314
926;MG11;MG1163316
927;MG11;MG1163317
928;MG11;MG1163318
929;MG11;MG1163319
930;MG1;MG163322
931;MG6;MG663322
932;MG7;MG763322
933;HS3;HS363420
934;MG9;MG963420
935;MG0;MG063420
936;HS3;HS363421
937;MG9;MG963421
938;MG0;MG063421
939;HS3;HS363422
940;MG9;MG963422
941;MG0;MG063422
942;HS3;HS363423
943;MG9;MG963423
944;MG0;MG063423
945;MG9;MG963424
946;MG0;MG063424
947;MG9;MG963425
948;MG0;MG063425
949;MG9;MG963426
950;MG0;MG063426
951;MG9;MG963427
952;MG0;MG063427
953;MG9;MG963428
954;MG0;MG063428
955;MG9;MG963429
956;MG0;MG063429
957;MG9;MG963430
958;MG0;MG063430
959;MG9;MG963431
960;MG0;MG063431
961;MG9;MG963432
962;MG0;MG063432
963;MG9;MG963433
964;MG0;MG063433
965;MG9;MG963434
966;MG0;MG063434
967;MG1;MG163435
968;MG6;MG663435
969;MG1;MG163436
970;MG6;MG663436
971;MG1;MG163437
972;MG6;MG663437
973;MG11;MG1163438
974;MG11;MG1163439
975;MG11;MG1163440
976;MG11;MG1163441
977;HS4;HS463442
978;MG11;MG1163442
979;MG11;MG1163443
980;MG1;MG163444
981;HD3;HD363445
982;MG1;MG163445
983;MG2;MG263445
984;HD3;HD363446
985;MG1;MG163446
986;MG2;MG263446
987;MG1;MG163447
988;MG2;MG263447
989;MG1;MG163448
990;HS6;HS663449
991;MG3;MG363449
992;HS6;HS663450
993;MG3;MG363450
994;MG3;MG363451
995;MG1;MG163452
996;MG3;MG363452
997;MG3;MG363453
998;MG3;MG363454
999;MG3;MG363455
1000;MG3;MG363456
1001;MG3;MG363457
1002;MG3;MG363458
1003;MG3;MG363459
1004;MG3;MG363460
1005;MG3;MG363461
1006;HS2;HS263462
1007;MG8;MG863462
1008;HS2;HS263463
1009;MG8;MG863463
1010;DM1;DM163464
1011;MG8;MG863464
1012;DM1;DM163465
1013;MG8;MG863465
1014;DM1;DM163466
1015;MG8;MG863466
1016;MG8;MG863467
1017;MG8;MG863468
1018;MG8;MG863469
1019;MG8;MG863470
1020;MG8;MG863471
1021;MG8;MG863472
1022;MG8;MG863473
1023;MG8;MG863474
1024;MG8;MG863475
1025;DM2;DM263488
1026;DM3;DM363488
1027;MG4;MG463488
1028;MG5;MG563488
1029;DM2;DM263489
1030;DM3;DM363489
1031;MG4;MG463489
1032;MG5;MG563489
1033;MG4;MG463490
1034;MG5;MG563490
1035;MG4;MG463491
1036;MG5;MG563491
1037;MG4;MG463492
1038;MG5;MG563492
1039;MG4;MG463493
1040;MG5;MG563493
1041;MG4;MG463494
1042;MG5;MG563494
1043;MG4;MG463495
1044;MG5;MG563495
1045;DO1;DO163529
1046;DO1;DO163530
1047;DO1;DO163531
1048;DO1;DO163532
1049;DO1;DO163533
1050;DO1;DO163534
1051;DO1;DO163535
1052;DO1;DO163536
1053;DO1;DO163537
1054;DO1;DO163538
1055;DO1;DO163539
1056;DO1;DO163540
1057;DO1;DO163541
1058;DO1;DO163542
1059;DO1;DO163543
1060;DO1;DO163544
1061;DO1;DO163545
1062;DO1;DO163546
1063;DO1;DO163547
1064;DO1;DO163548
1065;DO1;DO163549
1066;DO1;DO163551
1067;DO1;DO163552
1068;DO1;DO163574
1069;MG1;MG163575
1070;MG6;MG663576
1071;MG11;MG1163577
1072;MG11;MG1163578
1073;MG11;MG1163579
1074;MG11;MG1163580
1075;MG11;MG1163581
1076;MG11;MG1163582
1077;MG11;MG1163583
1078;MG11;MG1163584
1079;DO1;DO163585
1080;DO1;DO163586
1081;DO1;DO163587
1082;MG2;MG263609
1083;MG2;MG263610
1084;MG2;MG263611
1085;MG2;MG263612
1086;MG2;MG263613
1087;MG2;MG263614
1088;MG2;MG263615
1089;MG2;MG263616
1090;MG2;MG263617
1091;MG2;MG263618
1092;MG7;MG763619
1093;MG7;MG763620
1094;MG7;MG763621
1095;MG7;MG763622
1096;MG7;MG763623
1097;MG7;MG763624
1098;MG7;MG763625
1099;MG7;MG763626
1100;MG7;MG763627
1101;MG7;MG763628
1102;MG7;MG763629
1103;MG7;MG763630
1104;MG7;MG763631
1105;MG7;MG763632
1106;DM4;DM463633
1107;DM4;DM463634
1108;DM4;DM463635
1109;DM4;DM463636
1110;DM4;DM463637
1111;HG1;HG165055
1112;HG2;HG265055
1113;HG1;HG165056
1114;HG2;HG265056
1115;HG1;HG165057
1116;HG2;HG265057
1117;HG1;HG165058
1118;HG2;HG265058
1119;HG1;HG165059
1120;HG2;HG265059
1121;HG1;HG165060
1122;HG2;HG265060
1123;HG1;HG165061
1124;HG2;HG265061
1125;HG1;HG165062
1126;HG2;HG265062
1127;HG1;HG165063
1128;HG2;HG265063
1129;HG1;HG165064
1130;HG2;HG265064
1131;HG1;HG165065
1132;HG2;HG265065
1133;HG1;HG165066
1134;HG2;HG265066
1135;MT1;MT165078
1136;MT2;MT265078
1137;MD1;MD165088
1138;MT1;MT165088
1139;MT2;MT265088
1140;MT1;MT165100
1141;MT2;MT265100
1142;MT1;MT165101
1143;MT2;MT265101
1144;MD1;MD165106
1145;MT1;MT165106
1146;MT2;MT265106
1147;MD1;MD165120
1148;MT1;MT165120
1149;MT2;MT265120
1150;MD1;MD165121
1151;MT1;MT165121
1152;MT2;MT265121
1153;MD1;MD165122
1154;MT1;MT165122
1155;MT2;MT265122
1156;MT1;MT165123
1157;MT2;MT265123
1158;MT1;MT165124
1159;MT2;MT265124
1160;MT1;MT165125
1161;MT2;MT265125
1162;MT1;MT165126
1163;MT2;MT265126
1164;MT1;MT165127
1165;MT2;MT265127
1166;MT1;MT165128
1167;MT2;MT265128
1168;MT1;MT165129
1169;MT2;MT265129
1170;MT1;MT165130
1171;MT2;MT265130
1172;MT1;MT165131
1173;MT2;MT265131
1174;MT1;MT165132
1175;MT2;MT265132
1176;MT1;MT165133
1177;MT2;MT265133
1178;HG1;HG165229
1179;HG2;HG265229
1180;MT1;MT166143
1181;MT1;MT168114
